  -4.0000000e+01  -1.0210885e+01  -1.0619557e+01  -1.0603253e+01  -1.0481865e+01
  -3.9921865e+01  -6.8213064e+00  -7.0029280e+00  -6.9981252e+00  -6.9407497e+00
  -3.9843731e+01  -4.7093826e-01  -5.4206141e-01  -6.3160230e-01  -6.2791466e-01
  -3.9765596e+01  -4.4255281e+00  -4.5089686e+00  -4.4513017e+00  -4.4315376e+00
  -3.9687462e+01  -4.4576039e-01  -4.8521263e-01  -5.2346044e-01  -5.2264964e-01
  -3.9609327e+01  -4.2064594e+00  -4.2776261e+00  -4.2097287e+00  -4.1812096e+00
  -3.9531193e+01  -4.2431950e-01  -4.5553066e-01  -4.9394291e-01  -4.8212897e-01
  -3.9453058e+01  -4.3604370e+00  -4.4523349e+00  -4.4258632e+00  -4.4107704e+00
  -3.9374924e+01  -7.9649119e-01  -8.4483127e-01  -8.7766666e-01  -8.7318139e-01
  -3.9296789e+01  -3.7975383e+00  -3.8990118e+00  -3.8856343e+00  -3.8662940e+00
  -3.9218655e+01  -7.5175030e-01  -8.1756512e-01  -8.9690608e-01  -8.8835109e-01
  -3.9140520e+01  -4.2625109e+00  -4.3845437e+00  -4.3806805e+00  -4.3539711e+00
  -3.9062386e+01  -1.8208734e-01  -1.9378914e-01  -1.8891653e-01  -1.8639226e-01
  -3.8984251e+01  -4.0105695e+00  -4.0890944e+00  -4.0600687e+00  -4.0366568e+00
  -3.8906116e+01  -6.5204723e-01  -6.9004759e-01  -7.1051535e-01  -7.0384271e-01
  -3.8827982e+01  -4.1286477e+00  -4.2171214e+00  -4.2135414e+00  -4.1742766e+00
  -3.8749847e+01  -2.0149722e-01  -2.4444132e-01  -2.9260168e-01  -2.7964978e-01
  -3.8671713e+01  -4.2636221e+00  -4.3680801e+00  -4.3645949e+00  -4.3387636e+00
  -3.8593578e+01  -5.2662757e-01  -5.2568044e-01  -5.0297729e-01  -4.8555066e-01
  -3.8515444e+01  -4.4297391e+00  -4.4942248e+00  -4.4112731e+00  -4.3802318e+00
  -3.8437309e+01  -4.5372998e-01  -4.9208004e-01  -5.2800169e-01  -5.2589702e-01
  -3.8359175e+01  -3.6793991e+00  -3.8057027e+00  -3.8709843e+00  -3.8482705e+00
  -3.8281040e+01  -6.6586596e-01  -7.2825113e-01  -7.8847180e-01  -7.8955139e-01
  -3.8202906e+01  -4.0911981e+00  -4.1661649e+00  -4.1456095e+00  -4.1294413e+00
  -3.8124771e+01  -6.6936796e-02  -1.0168978e-01  -1.4098039e-01  -1.2877771e-01
  -3.8046637e+01  -3.9295879e+00  -3.9931972e+00  -3.9490879e+00  -3.9199743e+00
  -3.7968502e+01  -4.2286911e-01  -5.1417626e-01  -6.1820798e-01  -6.2572366e-01
  -3.7890367e+01  -4.2736210e+00  -4.4102120e+00  -4.4000178e+00  -4.3812476e+00
  -3.7812233e+01  -1.2784695e-01  -1.6268515e-01  -1.9221908e-01  -1.7935687e-01
  -3.7734098e+01  -4.1056599e+00  -4.1439927e+00  -4.0585104e+00  -4.0250906e+00
  -3.7655964e+01  -7.8812911e-01  -8.2219493e-01  -8.5008635e-01  -8.4357616e-01
  -3.7577829e+01  -4.1686653e+00  -4.2008991e+00  -4.1037239e+00  -4.0817814e+00
  -3.7499695e+01  -2.6338449e-01  -3.0047078e-01  -3.4046353e-01  -3.3757938e-01
  -3.7421560e+01  -4.3407591e+00  -4.4023628e+00  -4.3384750e+00  -4.3077368e+00
  -3.7343426e+01  -5.5106028e-01  -5.8384367e-01  -6.1528855e-01  -6.0828541e-01
  -3.7265291e+01  -3.9336810e+00  -4.0259872e+00  -3.9955667e+00  -3.9770058e+00
  -3.7187157e+01  -6.6827882e-01  -7.3375213e-01  -8.1130065e-01  -8.1083864e-01
  -3.7109022e+01  -3.9735444e+00  -4.0489102e+00  -4.0519509e+00  -4.0314506e+00
  -3.7030888e+01  -3.6060341e-01  -3.7757182e-01  -3.8473208e-01  -3.8494606e-01
  -3.6952753e+01  -4.0681143e+00  -4.1372384e+00  -4.0970360e+00  -4.0841775e+00
  -3.6874618e+01  -2.3327890e-01  -3.0025817e-01  -3.9134312e-01  -3.8442682e-01
  -3.6796484e+01  -4.1801752e+00  -4.2557595e+00  -4.2339386e+00  -4.2145204e+00
  -3.6718349e+01  -6.0359495e-01  -6.7472673e-01  -7.7315855e-01  -7.7444271e-01
  -3.6640215e+01  -3.8204962e+00  -3.9492271e+00  -3.9977556e+00  -3.9788515e+00
  -3.6562080e+01  -4.8869429e-01  -5.1404756e-01  -5.5698321e-01  -5.5363719e-01
  -3.6483946e+01  -4.0981923e+00  -4.1301591e+00  -4.0631081e+00  -4.0434468e+00
  -3.6405811e+01  -2.2823000e-01  -2.5142321e-01  -2.9240318e-01  -2.8561203e-01
  -3.6327677e+01  -4.0835295e+00  -4.1695875e+00  -4.1840567e+00  -4.1799853e+00
  -3.6249542e+01  -4.9579982e-01  -5.2823295e-01  -5.6865687e-01  -5.5968536e-01
  -3.6171408e+01  -4.3651729e+00  -4.4620539e+00  -4.4805742e+00  -4.4670813e+00
  -3.6093273e+01  -5.1606919e-01  -5.6522221e-01  -6.4635428e-01  -6.5610588e-01
  -3.6015139e+01  -4.0265282e+00  -4.0766124e+00  -4.0311099e+00  -4.0164169e+00
  -3.5937004e+01  -5.8803253e-01  -6.3378359e-01  -6.9608743e-01  -6.9608931e-01
  -3.5858869e+01  -7.2332909e+00  -7.3791760e+00  -7.4243721e+00  -7.4110582e+00
  -3.5780735e+01  -1.2916241e+01  -1.3495179e+01  -1.3674753e+01  -1.3548918e+01
  -3.5702600e+01  -1.8418221e+01  -1.9841590e+01  -1.9725082e+01  -1.9289558e+01
  -3.5624466e+01  -1.6265111e+01  -1.7234771e+01  -1.7152990e+01  -1.6839264e+01
  -3.5546331e+01  -1.9428740e+01  -2.1431540e+01  -2.1659823e+01  -2.1039636e+01
  -3.5468197e+01  -2.0650435e+01  -2.3063625e+01  -2.3019142e+01  -2.2269512e+01
  -3.5390062e+01  -1.9583475e+01  -2.1837126e+01  -2.1983168e+01  -2.1222156e+01
  -3.5311928e+01  -2.2302388e+01  -2.5898766e+01  -2.6093419e+01  -2.4738576e+01
  -3.5233793e+01  -2.2252068e+01  -2.5552755e+01  -2.5837294e+01  -2.4768638e+01
  -3.5155659e+01  -2.1781791e+01  -2.5544648e+01  -2.6227781e+01  -2.4917030e+01
  -3.5077524e+01  -2.4040334e+01  -2.8849433e+01  -2.9540589e+01  -2.7559435e+01
  -3.4999390e+01  -2.2949638e+01  -2.7207318e+01  -2.7458408e+01  -2.5779288e+01
  -3.4921255e+01  -2.4034141e+01  -2.9083709e+01  -3.0626555e+01  -2.8378311e+01
  -3.4843120e+01  -2.4773257e+01  -3.0248089e+01  -3.1640848e+01  -2.9189377e+01
  -3.4764986e+01  -2.3895979e+01  -2.9135785e+01  -3.0665541e+01  -2.8238986e+01
  -3.4686851e+01  -2.5485903e+01  -3.1471733e+01  -3.4411240e+01  -3.0941871e+01
  -3.4608717e+01  -2.5603257e+01  -3.1401658e+01  -3.4038341e+01  -3.1083838e+01
  -3.4530582e+01  -2.4874341e+01  -3.0894994e+01  -3.4490647e+01  -3.1101426e+01
  -3.4452448e+01  -2.6578268e+01  -3.2859317e+01  -3.7833947e+01  -3.3365434e+01
  -3.4374313e+01  -2.5809142e+01  -3.2043094e+01  -3.5771276e+01  -3.1742372e+01
  -3.4296179e+01  -2.6426510e+01  -3.2698631e+01  -3.9274826e+01  -3.4274047e+01
  -3.4218044e+01  -2.6977598e+01  -3.3344661e+01  -4.0007055e+01  -3.4830547e+01
  -3.4139910e+01  -2.6231460e+01  -3.2554251e+01  -3.9312098e+01  -3.4074005e+01
  -3.4061775e+01  -2.7464313e+01  -3.3769897e+01  -4.3907193e+01  -3.6799612e+01
  -3.3983641e+01  -2.7595966e+01  -3.3877840e+01  -4.2747716e+01  -3.6727282e+01
  -3.3905506e+01  -2.6829240e+01  -3.3144070e+01  -4.3891483e+01  -3.6933973e+01
  -3.3827372e+01  -2.8285893e+01  -3.4545015e+01  -4.7412428e+01  -3.9119552e+01
  -3.3749237e+01  -2.7665446e+01  -3.3962671e+01  -4.5626768e+01  -3.7572480e+01
  -3.3671102e+01  -2.8074254e+01  -3.4305242e+01  -4.9582154e+01  -4.0318747e+01
  -3.3592968e+01  -2.8519682e+01  -3.4769451e+01  -4.9844256e+01  -4.0645049e+01
  -3.3514833e+01  -2.7853894e+01  -3.4093081e+01  -4.9783571e+01  -4.0108950e+01
  -3.3436699e+01  -2.8912270e+01  -3.5117029e+01  -5.3924278e+01  -4.3095291e+01
  -3.3358564e+01  -2.9036875e+01  -3.5247153e+01  -5.2469917e+01  -4.2657422e+01
  -3.3280430e+01  -2.8273532e+01  -3.4493012e+01  -5.3968622e+01  -4.3251130e+01
  -3.3202295e+01  -2.9583199e+01  -3.5840226e+01  -5.4712855e+01  -4.5416582e+01
  -3.3124161e+01  -2.9048275e+01  -3.5291141e+01  -5.4651907e+01  -4.3913165e+01
  -3.3046026e+01  -2.9338260e+01  -3.5584393e+01  -5.5144061e+01  -4.7020782e+01
  -3.2967892e+01  -2.9712305e+01  -3.6012744e+01  -5.5119633e+01  -4.7122470e+01
  -3.2889757e+01  -2.9102249e+01  -3.5363605e+01  -5.5052638e+01  -4.6808901e+01
  -3.2811623e+01  -3.0056485e+01  -3.6351147e+01  -5.5281921e+01  -5.0023252e+01
  -3.2733488e+01  -3.0170575e+01  -3.6446614e+01  -5.5948074e+01  -4.9229324e+01
  -3.2655353e+01  -2.9421354e+01  -3.5730992e+01  -5.5201516e+01  -5.0396994e+01
  -3.2577219e+01  -3.0630458e+01  -3.6960152e+01  -5.5902976e+01  -5.2374049e+01
  -3.2499084e+01  -3.0150815e+01  -3.6489694e+01  -5.5572803e+01  -5.0935158e+01
  -3.2420950e+01  -3.0363860e+01  -3.6687171e+01  -5.6055968e+01  -5.4216690e+01
  -3.2342815e+01  -3.0684568e+01  -3.7051168e+01  -5.6050253e+01  -5.4114540e+01
  -3.2264681e+01  -3.0116478e+01  -3.6454260e+01  -5.6100700e+01  -5.3983670e+01
  -3.2186546e+01  -3.1000890e+01  -3.7326022e+01  -5.7198396e+01  -5.6569970e+01
  -3.2108412e+01  -3.1104615e+01  -3.7411457e+01  -5.7138689e+01  -5.5949405e+01
  -3.2030277e+01  -3.0372171e+01  -3.6713004e+01  -5.6988439e+01  -5.7276533e+01
  -3.1952143e+01  -3.1506557e+01  -3.7831189e+01  -5.7983033e+01  -5.8265187e+01
  -3.1874008e+01  -3.1065363e+01  -3.7404853e+01  -5.7800558e+01  -5.7499185e+01
  -3.1795874e+01  -3.1224426e+01  -3.7544925e+01  -5.8451320e+01  -5.9232992e+01
  -3.1717739e+01  -3.1502772e+01  -3.7844317e+01  -5.8488878e+01  -5.9158722e+01
  -3.1639604e+01  -3.0968021e+01  -3.7292712e+01  -5.8747017e+01  -5.9220837e+01
  -3.1561470e+01  -3.1801920e+01  -3.8105327e+01  -5.9580377e+01  -5.9895194e+01
  -3.1483335e+01  -3.1896185e+01  -3.8190241e+01  -5.9222064e+01  -5.9874177e+01
  -3.1405201e+01  -3.1180594e+01  -3.7498567e+01  -5.9602563e+01  -6.0220025e+01
  -3.1327066e+01  -3.2256369e+01  -3.8578382e+01  -5.9761720e+01  -6.0353867e+01
  -3.1248932e+01  -3.1843310e+01  -3.8168970e+01  -5.9742198e+01  -6.0429221e+01
  -3.1170797e+01  -3.1962333e+01  -3.8283379e+01  -6.0016785e+01  -6.0580808e+01
  -3.1092663e+01  -3.2205636e+01  -3.8554113e+01  -6.0058307e+01  -6.0660299e+01
